dimension;identifier;name_eng;desc_eng;synonyms_eng;name_swe;desc_swe;synonyms_swe
Konstruktiva system;KG;Pressure and expansion system;treatment system for stabilizing pressure and volume in liquid or in gas flow;Pressure vessel system, expansion system;Tryck- och expansionssystem;behandlande system för stabilisering av tryck och volym i vätska eller i luftflöde;
Konstruktiva system;KH;Transformer system;treatment system for transforming electrical energy;Converter system, inverter system;Transformeringssystem;behandlande system som transformerar elektrisk energi;
Konstruktiva system;KHB;Voltage transformation system;transformer system of levels of voltage and current;;Spänningstransformeringssystem;transformeringssystem som förändrar nivåer av spänning och ström;
Konstruktiva system;KHC;Phase compensation system;transformer system that decreases the phase difference between voltage and current;;Faskompenseringssystem;transformeringssystem som minskar fasskillnaden mellan spänning och ström;
Konstruktiva system;KHD;Frequency change system;transformer system of levels of voltage and current;;Frekvensomriktningssystem;transformeringssystem som förändrar frekvensen hos en växelspänning;
Konstruktiva system;KHE;Electric current rectifiying system;transformer system of levels of voltage and current;;Likriktningssystem;transformeringssystem som omvandlar växelström till likström;
Konstruktiva system;KHF;Electric current inverting system;transformer system of levels of voltage and current;;Växelriktningssystem;transformeringssystem som omvandlar likström till växelström;
Konstruktiva system;KJ;Antenna system;Treatment system for bidirectional transforming between radio waves and electrical signals;Antenna unit;Antennsystem;behandlande system för dubbelriktad transformering mellan radiovågor och elektriska signaler;
Konstruktiva system;KJB;Sender antenna system;antenna system for transforming electrical signals to radio waves;;Sändarantennsystem;antennsystem för transformering av elektriska signaler till radiovågor;
Konstruktiva system;KJC;Reciever antenna system;antenna system for transforming radio waves to electrical signals;;Mottagarantennsystem;antennsystem för transformering av radiovågor till elektriska signaler;
Konstruktiva system;KK;Weather station system;Treatment system for transforming weather-related information into electrical signals;;Se engelskt begrepp från 81346-12:2018;;
Konstruktiva system;KL;Access control system;treatment system for physical separation of a flow of persons;Gate, speed lane, gate control, key management;Tillträdeskontrollsystem;behandlande system som fysiskt separerar personflöden;
Konstruktiva system;KM;Drive system;treatment system for providing mechanical movement or force;;Drivsystem;behandlande system som tillhandhåller mekanisk rörelse eller kraft;
Konstruktiva system;KMB;Direct drive system;drive system with motor directly attached;;Direktdriftssystem;drivsystem med direktansluten motor;
Konstruktiva system;KMC;Cable drive system;drive system with motor connected by a cable;;Lindriftssystem;drivsystem med linansluten motor;
Konstruktiva system;KMD;Hydraulic drive system;drive system with motor connected by hydraulic hoses;;Hydrauldriftssystem;drivsystem med hydraulansluten motor;
Konstruktiva system;KME;Screw drive system;drive system with motor connected by a screw;;Skruvdriftssystem;drivsystem med skruvansluten motor;
Konstruktiva system;KMF;Chain drive system;drive system with motor connected by a chain;;Kedjedriftssystem;drivsystem med kedjeansluten motor;
Konstruktiva system;KMG;Toothed bar drive system;drive system with motor connected by a toothed bar;;Kuggstångsdriftssystem;drivsystem med kuggstångsansluten motor;
Konstruktiva system;KMH;Belt drive system;drive system with motor connected by a belt;;Remdriftssystem;drivsystem med remansluten motor;
Konstruktiva system;KN;Brake system;treatment system for providing mechanical movement or force;;Bromssystem;behandlande system genom hastighetsreducering och stoppande;
Konstruktiva system;KNB;Mechanical brake system;brake system by friction;;Mekaniskt bromssystem;bromssystem genom friktion;
Konstruktiva system;KNC;Electrical brake system;brake system by electric resistance? ;;Elektromagnetiskt bromssystem;bromssystem genom elektromagnetiskt motstånd;
Konstruktiva system;KND;Reverse elecrical current brake system;brake system by changing rotation direction in electric motor ;;Motströmsbromssystem;bromssystem genom ändring av rotationsriktning hos elmotor;
Konstruktiva system;KNE;DC brake system;brake system by feeding with direct current ;;Likströmsbromssystem;bromssystem genom matning med likström;
Konstruktiva system;L;Monitoring and control system;constructive system which monitors and/or controls events and processes;;Övervakande, styrande och reglerande system;konstruktivt system för manuell eller automatiserad avkänning och/eller påverkan på processer och händelser;
Konstruktiva system;LA;Gas alarm system;monitoring system which raises an alarm on the occurrence of hazardous gases;Aspiration system;Gaslarmsystem;övervakande system som larmar i händelse av gasutsläpp;
Konstruktiva system;LB;Fire alarm system;monitoring system which raises an alarm in the presence smoke or fire;Automatic Fire Alarm System;Brandlarmsystem;övervakande system som larmar i händelse av brand;
Konstruktiva system;LC;Automation system;Monitoring system which automates processes in buildings and process plants in a central unit;BMS system, SCADA, ACMS, control system, room control, traffic control system;Integrerat automationssystem;övervakande, styrande och reglerande system för en eller flera processer i en central enhet;
Konstruktiva system;LD;Access monitor system;Monitoring system which ensures authorized access for persons to an area or a construction entity;Perimeter security;Entré- och passerkontroll;övervakande, styrande och reglerande system för auktoriserat tillträde;Skalskydd
Konstruktiva system;LE;Alarm system;monitoring system which raises an alarm in the presence of dangerous or undesirable conditions;Burglar-proofing system, AIA system (Automatic Intruder Alarm), perimeter security;Larmsystem;övervakande system som larmar i händelse av farligt eller oönskat tillstånd;
Konstruktiva system;LEB;Error signalling system;warning system for malfunction;Operating alarm;Felsignaleringssystem;larmsystem för bristande funktion;Driftlarm
Konstruktiva system;LEC;Liquid alarm system;alarm system for liquid level;;Vätskelarm;larmsystem för vätskenivå;
Konstruktiva system;LED;Breaking and entering alarm system;alarm system for unauthorized entering or leaving;Burglar alarm system, Break-out alarm system;Passagelarm;larmsystem för obehörig in- eller utpassage;Inbrottslarm, utbrytningslarm, områdeslarm, stängsellarm
Konstruktiva system;LEE;Evacuation alarm;alarm system for acute need of evacuation;fire alarm;Utrymningslarm;larmsystem för akut behov att utrymma;brandlarm
Konstruktiva system;LEF;Goods alarm system;alarm system for goods theft;;Varularm;larmsystem för tillgrepp av varor;
Konstruktiva system;LEG;Railway traffic alarm system;alarm system for railway traffic;;Larm för spårtrafik;larmsystem för spårtrafik;
Konstruktiva system;LF;Video surveillance system;Monitoring system which provides remote visual monitoring;Perimeter security, CCTV system;Fjärrövervakningssystem;övervakande system som tillhandahåller fjärravläst data;
Konstruktiva system;LFB;Camera surveillance system;remote surveillance system with image sensor;;Kameraövervakningssystem;fjärrövervakningssystem med bildregistrering;
Konstruktiva system;LFC;Radar surveillance system;remote surveillance system with radar equipment;;Radarövervakningssystem;fjärrövervakningssystem med med radarutrustning;
Konstruktiva system;LFD;Sound surveillance system;remote surveillance system with sound registration;;Ljudövervakningssystem;fjärrövervakningssystem med ljudregistrering;
Konstruktiva system;LFE;Detecting surveillance system;remote surveillance system with event detector;;Detekterande övervakningssystem;fjärrövervakningssystem med händelsedetektor;
Konstruktiva system;LFF;Weight surveillance system;remote surveillance system with weight sensor;;Viktövervakningssystem;fjärrövervakningssystem med viktsensor;
Konstruktiva system;LFZ;Combined surveillance system;remote surveillance system with event detector;;Kombinerat övervakningssystem;detekterande övervakningssystem med multipla metoder;
Konstruktiva system;LG;Payment system;monitoring and controlling system for financial transaction ;;Betalsystem;övervakande, styrande och reglerande system för finansiell transaktion;
Konstruktiva system;LGB;Automatic payment system;payment system with automatic registration;Congestion tax system;Automatiskt betalsystem;betalsystem med automatisk registrering;Trängselskattsystem
Konstruktiva system;LGC;Manual payment system;payment system with manual registration;Ticket system, token system;Manuellt betalsystem;betalsystem med manuell registrering;Biljettsystem, pollettsystem
Konstruktiva system;LGD;Payment and passage system;payment system with integrated passage control;Ticket lock;Betal- och passagesystem;betalsystem integrerat med tillträdesfunktion;Biljettspärr
Konstruktiva system;LH;Traffic control system;monitoring and controlling system for temporary closing of traffic ;road protection, level crossing device;Trafikavstängningar;övervakande, styrande och reglerande system för avstängning av trafik ;vägskydd, plankorsningsanordning
Konstruktiva system;LHB;Manual barrier system;traffic control system with manual barriers;;Manuella avstängningsanordningar;trafikavstängningssystem med manuella anordningar;
Konstruktiva system;LHC;Remotely controlled barrier system;traffic control system with remotely controlled barriers;;Fjärrstyrda avstängningsanordningar;trafikavstängningssystem med fjärrstyrda anordningar;
Konstruktiva system;LHD;Remotely controlled barrier system;traffic control system with remotely controlled barriers;;Autonoma avstängningsanordningar;trafikavstängningssystem med autonoma anordningar;
